tracking_id,order_ref,carrier,last_scan,last_scan_at,scan_location
KW-TRK-0000847,KW-O-000847,IndiaPost,returned_to_origin,2026-07-24T04:49,New Micheleside
KW-TRK-0000848,KW-O-000848,Ecom Express,returned_to_origin,2026-06-19T11:23,East Amberland
KW-TRK-0000849,KW-O-000849,IndiaPost,delivery_attempted,2026-06-24T20:11,Alicialand
KW-TRK-0000850,KW-O-000850,IndiaPost,exception,2026-06-04T04:53,Joseside
KW-TRK-0000851,KW-O-000851,Bluedart,returned_to_origin,2026-07-23T02:56,Port Gregory
KW-TRK-0000852,KW-O-000852,XpressBees,delivered,2026-06-24T02:00,Henryborough
KW-TRK-0000853,KW-O-000853,XpressBees,out_for_delivery,2026-06-06T18:40,Port Kristy
KW-TRK-0000854,KW-O-000854,Bluedart,delivered,2026-07-25T11:37,New Dylanmouth
KW-TRK-0000855,KW-O-000855,Ecom Express,delivery_attempted,2026-07-21T14:38,South Jenniferside
KW-TRK-0000856,KW-O-000856,Bluedart,delivery_attempted,2026-07-08T15:22,Lake Kathleenmouth
KW-TRK-0000857,KW-O-000857,IndiaPost,in_transit,2026-07-22T18:32,Lake Joshua
KW-TRK-0000858,KW-O-000858,XpressBees,in_transit,2026-06-28T01:34,Anthonytown
KW-TRK-0000859,KW-O-000859,Bluedart,returned_to_origin,2026-06-06T00:57,Port Elizabethtown
KW-TRK-0000860,KW-O-000860,Delhivery,delivered,2026-06-29T23:32,North Marcusshire
KW-TRK-0000861,KW-O-000861,IndiaPost,exception,2026-06-20T07:06,North Haileyfort
KW-TRK-0000862,KW-O-000862,XpressBees,returned_to_origin,2026-06-18T22:13,South Kristenside
KW-TRK-0000863,KW-O-000863,IndiaPost,in_transit,2026-07-17T17:51,Briantown
KW-TRK-0000864,KW-O-000864,Delhivery,delivered,2026-07-09T00:42,West Lawrence
KW-TRK-0000865,KW-O-000865,Bluedart,returned_to_origin,2026-07-16T19:04,Port Robinport
KW-TRK-0000866,KW-O-000866,Delhivery,delivery_attempted,2026-06-21T22:48,Joseland
KW-TRK-0000867,KW-O-000867,Bluedart,delivered,2026-07-27T03:09,New Elizabeth
KW-TRK-0000868,KW-O-000868,Delhivery,exception,2026-06-11T11:18,Mitchellhaven
KW-TRK-0000869,KW-O-000869,XpressBees,in_transit,2026-06-20T19:41,East Gregoryport
KW-TRK-0000870,KW-O-000870,IndiaPost,out_for_delivery,2026-06-17T02:29,West Nicolaston
KW-TRK-0000871,KW-O-000871,XpressBees,exception,2026-06-21T22:20,Mcdonaldton
KW-TRK-0000872,KW-O-000872,XpressBees,exception,2026-06-03T01:06,North Ebonybury
KW-TRK-0000873,KW-O-000873,Ecom Express,delivered,2026-06-03T00:44,Reedmouth
KW-TRK-0000874,KW-O-000874,Delhivery,in_transit,2026-07-23T07:32,West Jenniferview
KW-TRK-0000875,KW-O-000875,Delhivery,delivered,2026-07-27T11:48,South Nicholas
KW-TRK-0000876,KW-O-000876,Bluedart,exception,2026-06-10T05:31,East Robertview
KW-TRK-0000877,KW-O-000877,IndiaPost,delivered,2026-07-19T22:58,West Mike
KW-TRK-0000878,KW-O-000878,IndiaPost,delivered,2026-07-28T17:58,West Kyleburgh
KW-TRK-0000879,KW-O-000879,Delhivery,exception,2026-07-18T17:08,Blairside
KW-TRK-0000880,KW-O-000880,Delhivery,returned_to_origin,2026-07-11T21:39,Lake Terrychester
KW-TRK-0000881,KW-O-000881,XpressBees,in_transit,2026-06-22T03:06,East Robert
KW-TRK-0000882,KW-O-000882,Delhivery,exception,2026-07-18T11:58,Montgomerytown
KW-TRK-0000883,KW-O-000883,Delhivery,exception,2026-06-18T01:00,East Caleb
KW-TRK-0000884,KW-O-000884,IndiaPost,exception,2026-07-26T14:09,Laurieville
KW-TRK-0000885,KW-O-000885,Bluedart,returned_to_origin,2026-06-09T16:12,Kinghaven
KW-TRK-0000886,KW-O-000886,Ecom Express,delivered,2026-06-22T12:36,New Rosetown
KW-TRK-0000887,KW-O-000887,XpressBees,out_for_delivery,2026-07-07T19:36,Connieview
KW-TRK-0000888,KW-O-000888,XpressBees,returned_to_origin,2026-06-26T13:22,New Stacy
KW-TRK-0000889,KW-O-000889,Bluedart,out_for_delivery,2026-06-10T22:55,Gilmorebury
KW-TRK-0000890,KW-O-000890,Delhivery,delivery_attempted,2026-07-19T15:03,South Jennifer
KW-TRK-0000891,KW-O-000891,Bluedart,delivery_attempted,2026-06-07T08:39,New Deborah
KW-TRK-0000892,KW-O-000892,Delhivery,out_for_delivery,2026-07-21T06:36,Adamsberg
KW-TRK-0000893,KW-O-000893,Ecom Express,in_transit,2026-07-18T08:28,East Heatherport
KW-TRK-0000894,KW-O-000894,XpressBees,delivery_attempted,2026-07-11T13:36,New Ashley
KW-TRK-0000895,KW-O-000895,Bluedart,out_for_delivery,2026-07-21T23:29,Rickeyburgh
KW-TRK-0000896,KW-O-000896,IndiaPost,delivered,2026-07-30T10:05,East Natashaberg
KW-TRK-0000897,KW-O-000897,Bluedart,delivery_attempted,2026-06-17T21:30,Jenniferhaven
KW-TRK-0000898,KW-O-000898,IndiaPost,exception,2026-06-26T17:34,Lewisport
KW-TRK-0000899,KW-O-000899,XpressBees,returned_to_origin,2026-06-09T06:20,Christopherton
KW-TRK-0000900,KW-O-000900,Bluedart,delivered,2026-06-05T07:33,Carterfurt
KW-TRK-0000901,KW-O-000901,Delhivery,returned_to_origin,2026-06-10T22:13,West Sophia
KW-TRK-0000902,KW-O-000902,IndiaPost,delivery_attempted,2026-07-24T12:21,Katherineton
KW-TRK-0000903,KW-O-000903,Bluedart,out_for_delivery,2026-07-23T22:31,South Kristina
KW-TRK-0000904,KW-O-000904,XpressBees,exception,2026-06-26T00:02,Matthewburgh
KW-TRK-0000905,KW-O-000905,IndiaPost,returned_to_origin,2026-06-23T20:53,Jamestown
KW-TRK-0000906,KW-O-000906,XpressBees,exception,2026-07-24T19:24,South Nicholaschester
KW-TRK-0000907,KW-O-000907,Ecom Express,exception,2026-07-27T10:57,Michellehaven
KW-TRK-0000908,KW-O-000908,Delhivery,in_transit,2026-07-26T08:56,Port Jeremiahville
KW-TRK-0000909,KW-O-000909,Delhivery,out_for_delivery,2026-07-15T21:00,Johnhaven
KW-TRK-0000910,KW-O-000910,XpressBees,in_transit,2026-06-28T23:13,Port Toni
KW-TRK-0000911,KW-O-000911,IndiaPost,returned_to_origin,2026-07-06T04:45,Jessicaberg
KW-TRK-0000912,KW-O-000912,Delhivery,returned_to_origin,2026-07-03T02:58,Bishopton
KW-TRK-0000913,KW-O-000913,Delhivery,delivery_attempted,2026-07-29T15:56,Benjaminton
KW-TRK-0000914,KW-O-000914,XpressBees,exception,2026-06-16T19:22,Johnborough
KW-TRK-0000915,KW-O-000915,Delhivery,out_for_delivery,2026-06-06T12:35,Port Madison
KW-TRK-0000916,KW-O-000916,IndiaPost,out_for_delivery,2026-07-01T13:14,Port Alicia
KW-TRK-0000917,KW-O-000917,XpressBees,delivery_attempted,2026-06-11T23:59,Nicoleville
KW-TRK-0000918,KW-O-000918,Bluedart,delivered,2026-07-14T07:12,Chandlerberg
KW-TRK-0000919,KW-O-000919,Delhivery,out_for_delivery,2026-06-07T10:08,North Codymouth
KW-TRK-0000920,KW-O-000920,IndiaPost,delivery_attempted,2026-07-26T00:30,Griffithville
KW-TRK-0000921,KW-O-000921,Bluedart,in_transit,2026-07-28T07:11,New Theresabury
KW-TRK-0000922,KW-O-000922,Ecom Express,delivery_attempted,2026-07-20T01:36,Lake Erikafort
KW-TRK-0000923,KW-O-000923,Bluedart,in_transit,2026-06-29T06:20,East Richard
KW-TRK-0000924,KW-O-000924,Bluedart,out_for_delivery,2026-07-26T21:03,Yvonneton
KW-TRK-0000925,KW-O-000925,Bluedart,delivered,2026-07-01T00:03,Bondland
KW-TRK-0000926,KW-O-000926,IndiaPost,in_transit,2026-06-17T18:14,Port Cherylhaven
KW-TRK-0000927,KW-O-000927,Bluedart,returned_to_origin,2026-06-21T22:38,Changmouth
KW-TRK-0000928,KW-O-000928,IndiaPost,out_for_delivery,2026-06-30T01:01,Davishaven
KW-TRK-0000929,KW-O-000929,XpressBees,delivery_attempted,2026-07-02T05:41,Maxwellhaven
KW-TRK-0000930,KW-O-000930,XpressBees,delivered,2026-07-11T11:20,North Rhondaborough
KW-TRK-0000931,KW-O-000931,Delhivery,out_for_delivery,2026-07-15T22:29,Port Anthonyville
KW-TRK-0000932,KW-O-000932,XpressBees,exception,2026-07-26T08:56,Kimberlyville
KW-TRK-0000933,KW-O-000933,IndiaPost,exception,2026-06-09T04:38,Port Carla
KW-TRK-0000934,KW-O-000934,IndiaPost,out_for_delivery,2026-06-14T23:46,East Haleymouth
KW-TRK-0000935,KW-O-000935,IndiaPost,delivery_attempted,2026-07-11T21:54,Walshfort
KW-TRK-0000936,KW-O-000936,Bluedart,exception,2026-07-12T18:23,Jessicaville
KW-TRK-0000937,KW-O-000937,Delhivery,returned_to_origin,2026-07-04T14:12,Rangelborough
KW-TRK-0000938,KW-O-000938,Bluedart,exception,2026-06-25T16:39,Richardsonstad
KW-TRK-0000939,KW-O-000939,IndiaPost,returned_to_origin,2026-07-27T14:53,North Charles
KW-TRK-0000940,KW-O-000940,XpressBees,in_transit,2026-07-13T19:09,Port Davidhaven
KW-TRK-0000941,KW-O-000941,Ecom Express,delivery_attempted,2026-06-30T16:53,Danielport
KW-TRK-0000942,KW-O-000942,Bluedart,exception,2026-07-12T11:05,East Randy
KW-TRK-0000943,KW-O-000943,XpressBees,returned_to_origin,2026-06-26T17:53,Coopertown
KW-TRK-0000944,KW-O-000944,Delhivery,delivery_attempted,2026-07-11T15:56,Port Wendy
KW-TRK-0000945,KW-O-000945,Delhivery,exception,2026-06-26T07:35,East Lisa
KW-TRK-0000946,KW-O-000946,IndiaPost,exception,2026-07-08T10:43,East Catherine
KW-TRK-0000947,KW-O-000947,IndiaPost,in_transit,2026-07-21T14:51,North John
KW-TRK-0000948,KW-O-000948,Ecom Express,delivered,2026-06-23T20:57,Matthewchester
KW-TRK-0000949,KW-O-000949,Ecom Express,delivery_attempted,2026-07-16T08:18,North Jonathanton
KW-TRK-0000950,KW-O-000950,IndiaPost,exception,2026-07-20T12:41,Davidside
KW-TRK-0000951,KW-O-000951,XpressBees,delivered,2026-07-27T00:33,Shepardton
KW-TRK-0000952,KW-O-000952,Delhivery,exception,2026-07-31T12:58,Crystalmouth
KW-TRK-0000953,KW-O-000953,Ecom Express,delivered,2026-07-21T09:58,South Selena
KW-TRK-0000954,KW-O-000954,Delhivery,delivery_attempted,2026-06-09T12:45,Grahamton
KW-TRK-0000955,KW-O-000955,XpressBees,exception,2026-07-22T04:30,North Juliechester
KW-TRK-0000956,KW-O-000956,Delhivery,delivery_attempted,2026-06-30T16:33,North Sherryton
KW-TRK-0000957,KW-O-000957,Ecom Express,returned_to_origin,2026-07-27T06:52,West Peter
KW-TRK-0000958,KW-O-000958,Delhivery,out_for_delivery,2026-07-09T00:14,Port Monicatown
KW-TRK-0000959,KW-O-000959,Bluedart,delivered,2026-06-15T01:08,Mooremouth
KW-TRK-0000960,KW-O-000960,Ecom Express,delivered,2026-07-03T20:53,West Shelbyborough
KW-TRK-0000961,KW-O-000961,Bluedart,out_for_delivery,2026-07-06T11:50,East Katrinaview
KW-TRK-0000962,KW-O-000962,IndiaPost,delivery_attempted,2026-06-08T10:01,Michaelchester
KW-TRK-0000963,KW-O-000963,Delhivery,in_transit,2026-07-18T22:03,South Ashley
KW-TRK-0000964,KW-O-000964,XpressBees,out_for_delivery,2026-08-01T08:41,Simsfort
KW-TRK-0000965,KW-O-000965,Ecom Express,returned_to_origin,2026-07-26T07:09,Hinesberg
KW-TRK-0000966,KW-O-000966,XpressBees,in_transit,2026-07-11T00:19,New Marie
KW-TRK-0000967,KW-O-000967,Bluedart,exception,2026-06-02T16:50,Karaton
KW-TRK-0000968,KW-O-000968,Delhivery,delivery_attempted,2026-07-12T06:46,East Kevinside
KW-TRK-0000969,KW-O-000969,Delhivery,out_for_delivery,2026-07-29T13:42,Port Allisonmouth
KW-TRK-0000970,KW-O-000970,Ecom Express,in_transit,2026-06-24T00:08,West Kenneth
KW-TRK-0000971,KW-O-000971,XpressBees,exception,2026-06-05T09:07,Royside
KW-TRK-0000972,KW-O-000972,Ecom Express,out_for_delivery,2026-07-20T00:45,South Brandon
KW-TRK-0000973,KW-O-000973,Ecom Express,in_transit,2026-06-17T14:17,Lake Nicholas
KW-TRK-0000974,KW-O-000974,IndiaPost,returned_to_origin,2026-07-25T16:04,North Curtisstad
KW-TRK-0000975,KW-O-000975,Bluedart,returned_to_origin,2026-07-08T19:33,Vazqueztown
KW-TRK-0000976,KW-O-000976,Ecom Express,delivered,2026-06-14T00:54,New Michealshire
KW-TRK-0000977,KW-O-000977,Bluedart,returned_to_origin,2026-07-12T11:50,Port Keithshire
KW-TRK-0000978,KW-O-000978,Bluedart,returned_to_origin,2026-07-30T00:09,North Jennifer
KW-TRK-0000979,KW-O-000979,IndiaPost,in_transit,2026-07-20T12:49,Braunshire
KW-TRK-0000980,KW-O-000980,XpressBees,out_for_delivery,2026-06-22T10:28,South Katelyn
KW-TRK-0000981,KW-O-000981,Bluedart,out_for_delivery,2026-06-14T19:02,Wangshire
KW-TRK-0000982,KW-O-000982,XpressBees,delivered,2026-06-05T12:12,Kaneport
KW-TRK-0000983,KW-O-000983,Delhivery,exception,2026-07-18T02:23,Davishaven
KW-TRK-0000984,KW-O-000984,Ecom Express,returned_to_origin,2026-06-30T14:55,Dustinstad
KW-TRK-0000985,KW-O-000985,Delhivery,delivered,2026-06-06T12:44,Walshshire
KW-TRK-0000986,KW-O-000986,Bluedart,delivery_attempted,2026-07-08T15:16,East Mark
KW-TRK-0000987,KW-O-000987,IndiaPost,delivered,2026-07-07T19:15,West Andrewhaven
KW-TRK-0000988,KW-O-000988,Ecom Express,delivery_attempted,2026-07-01T15:02,Ashleyborough
KW-TRK-0000989,KW-O-000989,XpressBees,delivery_attempted,2026-06-22T23:26,East Daniel
KW-TRK-0000990,KW-O-000990,Delhivery,returned_to_origin,2026-06-09T07:00,West Kimberly
KW-TRK-0000991,KW-O-000991,Bluedart,exception,2026-07-20T11:23,Powellside
KW-TRK-0000992,KW-O-000992,Bluedart,delivered,2026-07-10T15:46,South Cindytown
KW-TRK-0000993,KW-O-000993,Bluedart,delivered,2026-07-02T21:56,Mooreville
KW-TRK-0000994,KW-O-000994,IndiaPost,out_for_delivery,2026-07-23T04:32,Gallaghertown
KW-TRK-0000995,KW-O-000995,Ecom Express,in_transit,2026-06-07T07:21,Thompsonborough
KW-TRK-0000996,KW-O-000996,XpressBees,delivery_attempted,2026-06-03T00:26,Annabury
KW-TRK-0000997,KW-O-000997,Bluedart,exception,2026-07-14T06:40,West Elizabeth
KW-TRK-0000998,KW-O-000998,IndiaPost,in_transit,2026-07-11T23:45,Debrahaven
KW-TRK-0000999,KW-O-000999,Bluedart,exception,2026-07-05T15:57,Lake Penny
KW-TRK-0001000,KW-O-001000,Delhivery,in_transit,2026-07-15T03:27,Port Loriport
KW-TRK-0001001,KW-O-001001,IndiaPost,delivery_attempted,2026-06-04T09:34,West Susanville
KW-TRK-0001002,KW-O-001002,Delhivery,delivered,2026-06-30T17:06,Lake Ashley
KW-TRK-0001003,KW-O-001003,Ecom Express,delivery_attempted,2026-07-30T17:01,Petersonside
KW-TRK-0001004,KW-O-001004,IndiaPost,exception,2026-07-29T15:29,South Brittany
KW-TRK-0001005,KW-O-001005,Bluedart,returned_to_origin,2026-06-10T14:10,Amyberg
KW-TRK-0001006,KW-O-001006,Ecom Express,out_for_delivery,2026-06-24T17:16,Guerreroland
KW-TRK-0001007,KW-O-001007,IndiaPost,returned_to_origin,2026-07-16T05:11,Berrystad
KW-TRK-0001008,KW-O-001008,Ecom Express,delivery_attempted,2026-07-04T15:32,Mccoyborough
KW-TRK-0001009,KW-O-001009,Ecom Express,delivered,2026-07-10T13:13,New Timothychester
KW-TRK-0001010,KW-O-001010,Bluedart,delivery_attempted,2026-07-26T09:57,Lake Mariaberg
KW-TRK-0001011,KW-O-001011,Delhivery,delivered,2026-06-19T21:57,Port Allison
KW-TRK-0001012,KW-O-001012,IndiaPost,in_transit,2026-07-08T13:30,Tinaville
KW-TRK-0001013,KW-O-001013,Delhivery,out_for_delivery,2026-07-23T08:05,Meganview
KW-TRK-0001014,KW-O-001014,XpressBees,out_for_delivery,2026-07-02T12:02,Weaverbury
KW-TRK-0001015,KW-O-001015,XpressBees,exception,2026-07-29T13:03,Melissaview
KW-TRK-0001016,KW-O-001016,IndiaPost,returned_to_origin,2026-07-11T05:39,Port Anthonyburgh
KW-TRK-0001017,KW-O-001017,IndiaPost,exception,2026-06-07T05:55,Goodwintown
KW-TRK-0001018,KW-O-001018,XpressBees,exception,2026-06-13T13:42,Lake Melissachester
KW-TRK-0001019,KW-O-001019,XpressBees,delivery_attempted,2026-07-03T11:10,Solomonfurt
KW-TRK-0001020,KW-O-001020,XpressBees,returned_to_origin,2026-06-05T21:20,North Darrylfurt
KW-TRK-0001021,KW-O-001021,Ecom Express,in_transit,2026-06-30T10:42,North Christopher
KW-TRK-0001022,KW-O-001022,Bluedart,out_for_delivery,2026-07-13T01:25,Port Cheryl
KW-TRK-0001023,KW-O-001023,Delhivery,delivered,2026-07-23T11:42,North Sierrafurt
KW-TRK-0001024,KW-O-001024,IndiaPost,delivered,2026-07-04T18:26,New Deborahland
KW-TRK-0001025,KW-O-001025,Bluedart,out_for_delivery,2026-07-10T06:33,Crystalland
KW-TRK-0001026,KW-O-001026,Bluedart,returned_to_origin,2026-06-25T18:52,Brianchester
KW-TRK-0001027,KW-O-001027,IndiaPost,returned_to_origin,2026-06-07T20:42,Port Crystal
KW-TRK-0001028,KW-O-001028,Delhivery,out_for_delivery,2026-07-31T08:10,Port Brandi
KW-TRK-0001029,KW-O-001029,Delhivery,in_transit,2026-07-30T16:38,Mayberg
KW-TRK-0001030,KW-O-001030,Ecom Express,delivered,2026-06-23T07:01,Lake Michealview
KW-TRK-0001031,KW-O-001031,Bluedart,exception,2026-06-18T05:34,Andrefort
KW-TRK-0001032,KW-O-001032,Bluedart,out_for_delivery,2026-06-29T01:02,Ramosport
KW-TRK-0001033,KW-O-001033,Ecom Express,delivered,2026-07-15T01:10,Martinmouth
KW-TRK-0001034,KW-O-001034,XpressBees,returned_to_origin,2026-07-30T07:06,Lake Richard
KW-TRK-0001035,KW-O-001035,Bluedart,in_transit,2026-07-18T12:54,Powersberg
KW-TRK-0001036,KW-O-001036,Delhivery,delivered,2026-07-11T07:34,Andrewland
KW-TRK-0001037,KW-O-001037,IndiaPost,returned_to_origin,2026-07-19T11:23,Hardyfort
KW-TRK-0001038,KW-O-001038,Delhivery,out_for_delivery,2026-06-07T22:45,Leblancburgh
KW-TRK-0001039,KW-O-001039,IndiaPost,exception,2026-06-22T17:43,Port Kimberlytown
KW-TRK-0001040,KW-O-001040,IndiaPost,delivered,2026-07-15T17:59,Zunigaside
KW-TRK-0001041,KW-O-001041,XpressBees,out_for_delivery,2026-07-15T07:04,Carlosborough
KW-TRK-0001042,KW-O-001042,Bluedart,exception,2026-07-08T07:50,East Shawn
KW-TRK-0001043,KW-O-001043,Bluedart,in_transit,2026-06-30T00:40,East Stephaniemouth
KW-TRK-0001044,KW-O-001044,Bluedart,out_for_delivery,2026-07-11T02:35,Jenniferburgh
KW-TRK-0001045,KW-O-001045,IndiaPost,delivery_attempted,2026-07-19T07:06,West Ruth
KW-TRK-0001046,KW-O-001046,IndiaPost,delivery_attempted,2026-07-31T05:33,Rodriguezside
KW-TRK-0001047,KW-O-001047,Ecom Express,returned_to_origin,2026-06-21T23:03,South Alexburgh
KW-TRK-0001048,KW-O-001048,Delhivery,exception,2026-06-15T05:58,North Carrietown
KW-TRK-0001049,KW-O-001049,Ecom Express,returned_to_origin,2026-07-09T13:31,Rodriguezchester
KW-TRK-0001050,KW-O-001050,IndiaPost,out_for_delivery,2026-07-17T19:19,Port William
KW-TRK-0001051,KW-O-001051,Bluedart,returned_to_origin,2026-07-13T07:34,Davidfort
KW-TRK-0001052,KW-O-001052,IndiaPost,delivered,2026-07-04T06:18,Nicholasborough
KW-TRK-0001053,KW-O-001053,IndiaPost,returned_to_origin,2026-06-13T20:35,South Charles
KW-TRK-0001054,KW-O-001054,Delhivery,in_transit,2026-07-31T02:15,Kurtshire
KW-TRK-0001055,KW-O-001055,Ecom Express,delivered,2026-06-28T00:05,Lake Susanshire
KW-TRK-0001056,KW-O-001056,Bluedart,out_for_delivery,2026-07-24T14:50,Brandonfurt
KW-TRK-0001057,KW-O-001057,XpressBees,exception,2026-06-29T08:23,Williamville
KW-TRK-0001058,KW-O-001058,Ecom Express,out_for_delivery,2026-07-26T17:28,Hillton
KW-TRK-0001059,KW-O-001059,XpressBees,out_for_delivery,2026-07-08T23:37,South Jamie
KW-TRK-0001060,KW-O-001060,XpressBees,delivery_attempted,2026-07-11T13:38,Marilynfurt
KW-TRK-0001061,KW-O-001061,XpressBees,delivered,2026-06-14T03:08,Fergusonberg
KW-TRK-0001062,KW-O-001062,Delhivery,exception,2026-07-10T02:37,Figueroafort
KW-TRK-0001063,KW-O-001063,IndiaPost,delivery_attempted,2026-06-28T13:03,East Charles
KW-TRK-0001064,KW-O-001064,XpressBees,returned_to_origin,2026-07-13T18:39,Lake Christopher
KW-TRK-0001065,KW-O-001065,XpressBees,returned_to_origin,2026-07-28T23:46,Shannonshire
KW-TRK-0001066,KW-O-001066,IndiaPost,returned_to_origin,2026-06-03T04:00,North Courtney
KW-TRK-0001067,KW-O-001067,XpressBees,delivery_attempted,2026-07-22T16:32,Aprilchester
KW-TRK-0001068,KW-O-001068,IndiaPost,out_for_delivery,2026-07-27T05:11,New Amy
KW-TRK-0001069,KW-O-001069,Bluedart,delivered,2026-06-14T05:45,Muellermouth
KW-TRK-0001070,KW-O-001070,XpressBees,exception,2026-06-25T14:43,Port Ronald
KW-TRK-0001071,KW-O-001071,Ecom Express,returned_to_origin,2026-06-06T01:56,Port Lynn
KW-TRK-0001072,KW-O-001072,XpressBees,delivered,2026-07-31T14:10,North Melanie
KW-TRK-0001073,KW-O-001073,Bluedart,exception,2026-06-29T16:49,New Erin
KW-TRK-0001074,KW-O-001074,Ecom Express,delivered,2026-07-17T15:56,Rickymouth
KW-TRK-0001075,KW-O-001075,Ecom Express,out_for_delivery,2026-07-16T20:18,New Karen
KW-TRK-0001076,KW-O-001076,Bluedart,delivery_attempted,2026-06-15T17:52,South Kristenshire
KW-TRK-0001077,KW-O-001077,Ecom Express,delivered,2026-06-28T20:25,Powellville
KW-TRK-0001078,KW-O-001078,Ecom Express,exception,2026-06-16T23:50,Mendozaton
KW-TRK-0001079,KW-O-001079,IndiaPost,returned_to_origin,2026-07-12T08:56,Valenciafort
KW-TRK-0001080,KW-O-001080,Bluedart,in_transit,2026-07-30T18:45,South April
KW-TRK-0001081,KW-O-001081,Ecom Express,delivered,2026-07-17T01:02,Port Laura
KW-TRK-0001082,KW-O-001082,Delhivery,returned_to_origin,2026-07-18T12:25,Kathyfurt
KW-TRK-0001083,KW-O-001083,Ecom Express,in_transit,2026-07-16T16:25,North Donna
KW-TRK-0001084,KW-O-001084,Ecom Express,in_transit,2026-07-31T22:53,East Jeffrey
KW-TRK-0001085,KW-O-001085,Delhivery,returned_to_origin,2026-06-14T09:43,Markburgh
KW-TRK-0001086,KW-O-001086,Ecom Express,delivery_attempted,2026-06-03T01:59,South Erikastad
KW-TRK-0001087,KW-O-001087,Delhivery,delivery_attempted,2026-07-25T09:35,Port Matthewmouth
KW-TRK-0001088,KW-O-001088,Delhivery,returned_to_origin,2026-06-05T09:12,Lake Josephshire
KW-TRK-0001089,KW-O-001089,Delhivery,delivered,2026-07-12T13:28,Lake Charles
KW-TRK-0001090,KW-O-001090,XpressBees,returned_to_origin,2026-07-31T12:47,North Tina
KW-TRK-0001091,KW-O-001091,Bluedart,exception,2026-06-04T04:20,West Ashley
KW-TRK-0001092,KW-O-001092,XpressBees,exception,2026-07-08T12:00,Fischerton
KW-TRK-0001093,KW-O-001093,XpressBees,delivery_attempted,2026-07-19T00:12,Joeside
KW-TRK-0001094,KW-O-001094,IndiaPost,in_transit,2026-07-17T23:27,Kristatown
KW-TRK-0001095,KW-O-001095,Ecom Express,in_transit,2026-06-12T16:43,East Patricia
KW-TRK-0001096,KW-O-001096,Delhivery,returned_to_origin,2026-06-23T07:08,Port Markton
KW-TRK-0001097,KW-O-001097,XpressBees,exception,2026-06-19T04:55,Lake Meagan
KW-TRK-0001098,KW-O-001098,Ecom Express,delivery_attempted,2026-07-16T05:53,Proctorview
KW-TRK-0001099,KW-O-001099,XpressBees,delivery_attempted,2026-07-01T22:29,Deborahport
KW-TRK-0001100,KW-O-001100,IndiaPost,out_for_delivery,2026-06-11T07:21,Meghanhaven
KW-TRK-0001101,KW-O-001101,IndiaPost,delivery_attempted,2026-06-08T21:14,Lake Christopherstad
KW-TRK-0001102,KW-O-001102,XpressBees,delivery_attempted,2026-06-19T23:27,Garretthaven
KW-TRK-0001103,KW-O-001103,IndiaPost,delivery_attempted,2026-07-15T01:26,Riverston
KW-TRK-0001104,KW-O-001104,XpressBees,delivery_attempted,2026-06-09T04:06,Davisburgh
KW-TRK-0001105,KW-O-001105,IndiaPost,out_for_delivery,2026-06-24T08:41,New Richard
KW-TRK-0001106,KW-O-001106,XpressBees,delivery_attempted,2026-06-22T12:48,Woodsside
KW-TRK-0001107,KW-O-001107,XpressBees,in_transit,2026-06-25T20:24,North Sarah
KW-TRK-0001108,KW-O-001108,Bluedart,out_for_delivery,2026-06-16T04:50,Hillland
KW-TRK-0001109,KW-O-001109,IndiaPost,out_for_delivery,2026-07-01T19:08,Lake Courtneymouth
KW-TRK-0001110,KW-O-001110,XpressBees,returned_to_origin,2026-07-13T06:53,Bishopfort
KW-TRK-0001111,KW-O-001111,Ecom Express,in_transit,2026-07-31T14:30,Weavershire
KW-TRK-0001112,KW-O-001112,Ecom Express,delivery_attempted,2026-07-10T20:55,Wagnerberg
KW-TRK-0001113,KW-O-001113,Ecom Express,delivered,2026-07-27T10:15,West Zachary
KW-TRK-0001114,KW-O-001114,IndiaPost,delivery_attempted,2026-06-05T07:38,South Virginia
KW-TRK-0001115,KW-O-001115,Ecom Express,out_for_delivery,2026-07-10T15:25,Port Dawnmouth
KW-TRK-0001116,KW-O-001116,Ecom Express,delivered,2026-06-26T11:54,South Dawnbury
KW-TRK-0001117,KW-O-001117,Ecom Express,returned_to_origin,2026-07-05T01:03,Brettview
KW-TRK-0001118,KW-O-001118,Ecom Express,in_transit,2026-06-15T04:28,Lake Patriciastad
KW-TRK-0001119,KW-O-001119,Bluedart,exception,2026-07-17T12:42,Jamesmouth
KW-TRK-0001120,KW-O-001120,IndiaPost,out_for_delivery,2026-06-07T01:46,Carrolltown
KW-TRK-0001121,KW-O-001121,XpressBees,exception,2026-06-05T10:10,East Joshuaside
KW-TRK-0001122,KW-O-001122,Bluedart,exception,2026-06-19T12:35,Port Julie
KW-TRK-0001123,KW-O-001123,XpressBees,returned_to_origin,2026-06-26T14:27,Josephburgh
KW-TRK-0001124,KW-O-001124,Ecom Express,returned_to_origin,2026-06-18T06:01,Murrayfurt
KW-TRK-0001125,KW-O-001125,XpressBees,in_transit,2026-06-04T15:54,East Michael
KW-TRK-0001126,KW-O-001126,XpressBees,out_for_delivery,2026-06-04T04:45,Jacobbury
KW-TRK-0001127,KW-O-001127,Ecom Express,out_for_delivery,2026-07-09T18:51,Lake Amanda
KW-TRK-0001128,KW-O-001128,Ecom Express,in_transit,2026-06-30T10:02,Kristinebury
