order_ref,customer_ref,sku,quantity,order_value_inr,placed_at,payment_method,status,delivery_promise_days,actual_delivery_days
KW-O-000794,KW-C-00001,KW-SKU-000282,2,2999,2025-07-12T23:51,upi,cancelled,7,6
KW-O-000795,KW-C-00128,KW-SKU-000215,2,24999,2026-01-18T16:52,upi,delivered,3,1
KW-O-000796,KW-C-00237,KW-SKU-000153,1,54999,2025-07-21T03:53,upi,delivered,5,3
KW-O-000797,KW-C-00260,KW-SKU-000048,2,54999,2026-06-01T01:51,cod,delivered,7,2
KW-O-000798,KW-C-00308,KW-SKU-000223,1,12999,2025-07-21T03:57,card,placed,10,1
KW-O-000799,KW-C-00340,KW-SKU-000433,1,1499,2025-07-23T23:25,upi,delivered,7,
KW-O-000800,KW-C-00452,KW-SKU-000338,1,12999,2026-05-19T18:00,upi,shipped,3,6
KW-O-000801,KW-C-00334,KW-SKU-000028,1,6499,2026-06-01T15:01,cod,delivered,3,3
KW-O-000802,KW-C-00419,KW-SKU-000387,1,24999,2026-01-16T07:51,cod,delivered,2,9
KW-O-000803,KW-C-00383,KW-SKU-000420,1,12999,2026-01-23T19:38,card,delivered,3,9
KW-O-000804,KW-C-00418,KW-SKU-000527,1,54999,2025-07-30T04:19,upi,delivered,5,9
KW-O-000805,KW-C-00167,KW-SKU-000421,1,2999,2026-04-20T13:54,wallet,delivered,5,3
KW-O-000806,KW-C-00291,KW-SKU-000404,1,6499,2025-10-27T00:01,upi,shipped,10,3
KW-O-000807,KW-C-00497,KW-SKU-000130,1,6499,2025-10-28T07:13,upi,delivered,10,9
KW-O-000808,KW-C-00232,KW-SKU-000133,1,24999,2025-11-08T03:14,upi,delivered,5,3
KW-O-000809,KW-C-00157,KW-SKU-000219,1,54999,2026-05-07T02:08,card,placed,7,3
KW-O-000810,KW-C-00302,KW-SKU-000572,1,299,2025-10-24T08:38,upi,shipped,3,6
KW-O-000811,KW-C-00310,KW-SKU-000156,1,12999,2025-11-02T02:26,card,delivered,5,14
KW-O-000812,KW-C-00285,KW-SKU-000266,1,24999,2025-09-18T17:54,upi,delivered,5,4
KW-O-000813,KW-C-00471,KW-SKU-000558,1,2999,2025-07-19T15:44,upi,delivered,7,14
KW-O-000814,KW-C-00351,KW-SKU-000024,1,54999,2026-05-29T01:00,upi,delivered,7,14
KW-O-000815,KW-C-00193,KW-SKU-000316,1,2999,2026-04-07T22:52,upi,delivered,2,6
KW-O-000816,KW-C-00265,KW-SKU-000418,1,12999,2025-11-17T18:25,cod,placed,5,9
KW-O-000817,KW-C-00171,KW-SKU-000437,1,54999,2025-10-25T18:45,cod,delivered,10,3
KW-O-000818,KW-C-00413,KW-SKU-000146,1,1499,2025-11-18T01:00,upi,delivered,5,14
KW-O-000819,KW-C-00419,KW-SKU-000169,1,299,2026-08-01T00:52,wallet,delivered,3,4
KW-O-000820,KW-C-00129,KW-SKU-000257,2,24999,2025-12-11T12:52,upi,shipped,5,2
KW-O-000821,KW-C-00306,KW-SKU-000395,1,299,2026-01-25T01:00,netbanking,cancelled,7,3
KW-O-000822,KW-C-00416,KW-SKU-000562,1,54999,2026-07-02T09:49,netbanking,delivered,3,6
KW-O-000823,KW-C-00309,KW-SKU-000260,2,2999,2025-12-19T00:09,wallet,delivered,10,9
KW-O-000824,KW-C-00266,KW-SKU-000437,1,12999,2025-08-11T03:24,upi,shipped,5,6
KW-O-000825,KW-C-00435,KW-SKU-000574,3,2999,2025-07-13T22:04,wallet,delivered,2,4
KW-O-000826,KW-C-00062,KW-SKU-000404,1,2999,2025-06-28T20:36,card,delivered,2,3
KW-O-000827,KW-C-00252,KW-SKU-000505,1,2999,2025-11-12T10:20,upi,delivered,2,2
KW-O-000828,KW-C-00081,KW-SKU-000028,1,2999,2025-10-07T21:43,card,delivered,3,1
KW-O-000829,KW-C-00321,KW-SKU-000156,1,799,2025-06-11T23:03,upi,shipped,3,4
KW-O-000830,KW-C-00326,KW-SKU-000222,1,6499,2026-04-10T03:55,wallet,delivered,3,2
KW-O-000831,KW-C-00248,KW-SKU-000046,1,799,2025-10-15T20:01,upi,cancelled,7,3
KW-O-000832,KW-C-00426,KW-SKU-000115,1,12999,2025-07-04T12:46,upi,cancelled,3,2
KW-O-000833,KW-C-00248,KW-SKU-000327,1,299,2026-05-27T22:46,card,placed,2,2
KW-O-000834,KW-C-00192,KW-SKU-000350,2,2999,2026-06-01T22:20,cod,shipped,5,6
KW-O-000835,KW-C-00122,KW-SKU-000263,3,54999,2026-07-23T17:26,card,cancelled,5,6
KW-O-000836,KW-C-00155,KW-SKU-000445,1,799,2026-06-25T03:42,upi,delivered,10,
KW-O-000837,KW-C-00068,KW-SKU-000494,1,1499,2025-06-15T18:13,cod,cancelled,2,1
KW-O-000838,KW-C-00336,KW-SKU-000532,1,2999,2025-12-08T18:44,card,delivered,2,3
KW-O-000839,KW-C-00085,KW-SKU-000115,1,299,2025-11-13T12:31,card,cancelled,3,3
KW-O-000840,KW-C-00357,KW-SKU-000077,1,1499,2025-12-30T10:31,wallet,delivered,3,
KW-O-000841,KW-C-00082,KW-SKU-000369,1,299,2026-04-01T22:22,cod,shipped,2,2
KW-O-000842,KW-C-00239,KW-SKU-000577,1,6499,2026-05-12T12:48,card,returned,3,3
KW-O-000843,KW-C-00252,KW-SKU-000027,1,799,2026-04-03T09:46,upi,delivered,2,14
KW-O-000844,KW-C-00406,KW-SKU-000549,1,1499,2026-06-06T02:23,netbanking,placed,5,2
KW-O-000845,KW-C-00096,KW-SKU-000519,1,6499,2026-02-21T02:17,wallet,delivered,3,1
KW-O-000846,KW-C-00087,KW-SKU-000041,1,6499,2025-10-17T21:48,card,delivered,5,4
KW-O-000847,KW-C-00144,KW-SKU-000012,1,2999,2025-06-25T08:39,card,delivered,2,1
KW-O-000848,KW-C-00014,KW-SKU-000458,1,12999,2026-02-28T13:43,card,delivered,5,3
KW-O-000849,KW-C-00211,KW-SKU-000501,1,2999,2026-01-19T13:36,cod,delivered,7,
KW-O-000850,KW-C-00025,KW-SKU-000007,1,2999,2026-06-24T15:06,netbanking,delivered,7,6
KW-O-000851,KW-C-00425,KW-SKU-000041,1,2999,2026-01-21T19:42,upi,delivered,2,2
KW-O-000852,KW-C-00462,KW-SKU-000167,1,54999,2026-06-28T20:00,upi,returned,3,3
KW-O-000853,KW-C-00289,KW-SKU-000026,1,2999,2025-10-30T22:21,card,delivered,2,3
KW-O-000854,KW-C-00423,KW-SKU-000197,1,24999,2025-07-26T11:20,cod,cancelled,10,1
KW-O-000855,KW-C-00453,KW-SKU-000040,1,1499,2025-08-03T01:44,upi,delivered,2,2
KW-O-000856,KW-C-00326,KW-SKU-000279,2,54999,2026-06-06T16:58,cod,delivered,7,1
KW-O-000857,KW-C-00139,KW-SKU-000553,1,54999,2026-04-08T12:45,upi,cancelled,10,14
KW-O-000858,KW-C-00322,KW-SKU-000091,1,6499,2025-11-06T00:35,cod,delivered,10,1
KW-O-000859,KW-C-00324,KW-SKU-000304,1,799,2026-02-01T12:46,netbanking,delivered,10,2
KW-O-000860,KW-C-00467,KW-SKU-000127,1,6499,2025-07-25T20:58,cod,delivered,7,
KW-O-000861,KW-C-00237,KW-SKU-000449,1,799,2026-04-15T17:00,upi,delivered,5,14
KW-O-000862,KW-C-00049,KW-SKU-000495,1,1499,2025-06-29T21:21,cod,delivered,5,9
KW-O-000863,KW-C-00477,KW-SKU-000494,2,54999,2025-08-04T16:59,wallet,placed,3,4
KW-O-000864,KW-C-00128,KW-SKU-000358,3,6499,2025-06-10T15:13,upi,cancelled,7,
KW-O-000865,KW-C-00165,KW-SKU-000194,1,299,2025-09-20T23:56,upi,delivered,10,3
KW-O-000866,KW-C-00137,KW-SKU-000536,1,54999,2026-07-25T16:20,cod,delivered,10,
KW-O-000867,KW-C-00234,KW-SKU-000175,1,2999,2025-10-21T00:44,card,delivered,7,1
KW-O-000868,KW-C-00358,KW-SKU-000261,1,2999,2025-10-12T07:09,upi,delivered,7,4
KW-O-000869,KW-C-00157,KW-SKU-000393,1,6499,2026-07-22T21:06,card,delivered,3,4
KW-O-000870,KW-C-00370,KW-SKU-000402,1,12999,2026-02-10T05:21,card,delivered,2,14
KW-O-000871,KW-C-00207,KW-SKU-000170,1,1499,2026-05-25T23:41,upi,delivered,3,4
KW-O-000872,KW-C-00458,KW-SKU-000003,2,1499,2026-02-04T12:12,card,shipped,7,4
KW-O-000873,KW-C-00138,KW-SKU-000060,1,1499,2025-12-15T07:50,card,delivered,3,6
KW-O-000874,KW-C-00090,KW-SKU-000425,1,1499,2026-03-01T01:51,cod,delivered,7,3
KW-O-000875,KW-C-00099,KW-SKU-000373,1,6499,2025-11-23T00:57,card,delivered,2,6
KW-O-000876,KW-C-00138,KW-SKU-000297,2,799,2025-11-12T08:23,card,delivered,5,6
KW-O-000877,KW-C-00290,KW-SKU-000340,1,6499,2026-01-20T23:26,card,delivered,10,6
KW-O-000878,KW-C-00438,KW-SKU-000307,1,799,2025-10-24T21:34,cod,placed,10,2
KW-O-000879,KW-C-00465,KW-SKU-000417,1,54999,2025-09-10T22:11,upi,shipped,5,14
KW-O-000880,KW-C-00091,KW-SKU-000513,3,1499,2026-01-17T06:48,card,delivered,5,4
KW-O-000881,KW-C-00451,KW-SKU-000507,1,799,2026-07-22T17:27,upi,cancelled,2,
KW-O-000882,KW-C-00414,KW-SKU-000122,1,799,2026-02-07T21:14,cod,delivered,5,
KW-O-000883,KW-C-00469,KW-SKU-000240,1,54999,2025-10-23T04:23,cod,delivered,5,9
KW-O-000884,KW-C-00039,KW-SKU-000026,1,799,2025-11-07T01:19,card,delivered,5,4
KW-O-000885,KW-C-00273,KW-SKU-000393,2,6499,2026-06-13T23:02,card,placed,2,6
KW-O-000886,KW-C-00006,KW-SKU-000435,1,24999,2026-04-26T07:22,card,placed,10,14
KW-O-000887,KW-C-00383,KW-SKU-000456,2,799,2025-12-12T14:38,cod,shipped,2,
KW-O-000888,KW-C-00197,KW-SKU-000346,1,799,2025-07-06T02:14,cod,delivered,2,9
KW-O-000889,KW-C-00052,KW-SKU-000110,2,12999,2025-06-14T08:33,card,delivered,3,2
KW-O-000890,KW-C-00022,KW-SKU-000001,2,299,2026-04-25T23:01,card,returned,3,14
KW-O-000891,KW-C-00492,KW-SKU-000232,1,799,2026-07-09T14:53,cod,placed,7,2
KW-O-000892,KW-C-00382,KW-SKU-000561,1,12999,2025-12-29T15:24,card,delivered,7,14
KW-O-000893,KW-C-00258,KW-SKU-000267,1,299,2026-05-24T23:10,upi,delivered,5,6
KW-O-000894,KW-C-00131,KW-SKU-000401,1,54999,2025-09-21T07:57,card,delivered,3,14
KW-O-000895,KW-C-00367,KW-SKU-000362,1,1499,2025-07-29T23:34,upi,returned,5,6
KW-O-000896,KW-C-00499,KW-SKU-000331,1,24999,2026-05-28T07:18,card,delivered,7,3
KW-O-000897,KW-C-00014,KW-SKU-000348,1,54999,2025-12-02T17:27,upi,delivered,10,4
KW-O-000898,KW-C-00227,KW-SKU-000444,1,6499,2026-04-06T06:14,wallet,shipped,5,4
KW-O-000899,KW-C-00373,KW-SKU-000548,1,299,2026-01-05T02:31,wallet,delivered,3,1
KW-O-000900,KW-C-00174,KW-SKU-000444,1,1499,2025-12-07T23:28,upi,delivered,7,14
KW-O-000901,KW-C-00366,KW-SKU-000015,2,24999,2026-05-03T21:32,card,delivered,7,14
KW-O-000902,KW-C-00464,KW-SKU-000497,1,799,2025-06-20T15:36,cod,shipped,2,6
KW-O-000903,KW-C-00199,KW-SKU-000169,1,24999,2025-09-15T23:37,upi,delivered,2,1
KW-O-000904,KW-C-00437,KW-SKU-000284,1,6499,2025-09-16T20:35,card,delivered,10,4
KW-O-000905,KW-C-00207,KW-SKU-000382,1,1499,2026-02-12T04:59,cod,delivered,7,
KW-O-000906,KW-C-00019,KW-SKU-000457,1,24999,2026-02-19T08:31,cod,returned,5,
KW-O-000907,KW-C-00248,KW-SKU-000258,1,12999,2025-11-27T23:30,wallet,delivered,5,2
KW-O-000908,KW-C-00087,KW-SKU-000338,2,6499,2025-10-17T18:40,upi,delivered,2,2
KW-O-000909,KW-C-00412,KW-SKU-000332,1,1499,2026-06-24T08:19,cod,delivered,3,6
KW-O-000910,KW-C-00167,KW-SKU-000165,1,24999,2026-05-05T21:27,upi,delivered,10,1
KW-O-000911,KW-C-00030,KW-SKU-000229,1,12999,2025-09-25T19:58,card,delivered,2,6
KW-O-000912,KW-C-00175,KW-SKU-000584,1,1499,2025-08-16T00:41,card,delivered,5,
KW-O-000913,KW-C-00113,KW-SKU-000556,1,2999,2026-02-11T01:16,upi,delivered,7,14
KW-O-000914,KW-C-00170,KW-SKU-000164,1,24999,2025-12-16T17:40,card,shipped,7,3
KW-O-000915,KW-C-00138,KW-SKU-000060,1,1499,2025-06-24T06:44,card,delivered,3,6
KW-O-000916,KW-C-00039,KW-SKU-000070,1,54999,2026-04-19T23:31,upi,shipped,3,3
KW-O-000917,KW-C-00461,KW-SKU-000357,3,2999,2026-03-31T09:24,upi,delivered,2,6
KW-O-000918,KW-C-00364,KW-SKU-000067,1,24999,2025-08-25T22:03,card,delivered,3,1
KW-O-000919,KW-C-00417,KW-SKU-000382,1,799,2026-07-04T07:29,upi,delivered,7,14
KW-O-000920,KW-C-00340,KW-SKU-000185,1,2999,2025-07-19T11:45,card,delivered,10,1
KW-O-000921,KW-C-00350,KW-SKU-000068,1,2999,2025-10-08T08:46,cod,delivered,7,
KW-O-000922,KW-C-00400,KW-SKU-000474,1,24999,2026-05-28T20:52,upi,returned,7,6
KW-O-000923,KW-C-00178,KW-SKU-000305,1,299,2026-03-11T17:27,card,cancelled,10,2
KW-O-000924,KW-C-00412,KW-SKU-000256,1,799,2026-02-19T07:59,card,placed,7,4
KW-O-000925,KW-C-00190,KW-SKU-000210,1,299,2026-02-07T03:31,upi,delivered,3,4
KW-O-000926,KW-C-00096,KW-SKU-000084,1,799,2025-12-18T03:48,upi,delivered,5,9
KW-O-000927,KW-C-00237,KW-SKU-000023,1,6499,2025-06-29T12:07,card,shipped,7,1
KW-O-000928,KW-C-00225,KW-SKU-000288,1,12999,2026-04-02T19:22,upi,shipped,5,6
KW-O-000929,KW-C-00244,KW-SKU-000447,1,24999,2026-07-06T05:00,netbanking,delivered,3,6
KW-O-000930,KW-C-00232,KW-SKU-000592,1,299,2025-09-20T20:40,card,delivered,7,9
KW-O-000931,KW-C-00470,KW-SKU-000172,1,299,2026-06-13T15:18,card,delivered,5,4
KW-O-000932,KW-C-00236,KW-SKU-000114,1,1499,2026-05-25T23:15,upi,delivered,10,2
KW-O-000933,KW-C-00425,KW-SKU-000366,3,24999,2026-01-26T12:18,upi,delivered,10,2
KW-O-000934,KW-C-00160,KW-SKU-000403,1,6499,2026-01-07T23:34,netbanking,delivered,5,3
KW-O-000935,KW-C-00422,KW-SKU-000598,1,6499,2025-12-09T10:25,card,delivered,5,3
KW-O-000936,KW-C-00192,KW-SKU-000507,1,12999,2026-07-21T04:17,card,cancelled,2,
KW-O-000937,KW-C-00306,KW-SKU-000354,1,799,2026-06-21T11:14,cod,delivered,7,1
KW-O-000938,KW-C-00216,KW-SKU-000501,1,12999,2025-12-01T20:44,cod,delivered,10,1
KW-O-000939,KW-C-00408,KW-SKU-000317,1,54999,2025-07-21T21:04,upi,delivered,7,4
KW-O-000940,KW-C-00358,KW-SKU-000433,1,2999,2026-01-02T23:21,card,shipped,5,1
KW-O-000941,KW-C-00300,KW-SKU-000130,2,799,2026-06-20T21:26,upi,delivered,7,9
KW-O-000942,KW-C-00249,KW-SKU-000353,1,1499,2025-10-23T05:35,wallet,delivered,3,3
KW-O-000943,KW-C-00250,KW-SKU-000514,1,799,2026-04-13T18:19,netbanking,delivered,7,14
KW-O-000944,KW-C-00478,KW-SKU-000520,1,12999,2026-07-17T02:25,wallet,shipped,5,9
KW-O-000945,KW-C-00346,KW-SKU-000426,1,24999,2026-04-26T09:33,upi,returned,5,1
KW-O-000946,KW-C-00215,KW-SKU-000244,1,24999,2025-12-10T09:51,upi,delivered,5,9
KW-O-000947,KW-C-00356,KW-SKU-000423,1,799,2025-09-08T03:07,card,delivered,7,4
KW-O-000948,KW-C-00067,KW-SKU-000267,2,799,2025-10-30T21:44,upi,delivered,10,14
KW-O-000949,KW-C-00303,KW-SKU-000131,1,1499,2025-07-29T16:58,upi,delivered,10,
KW-O-000950,KW-C-00285,KW-SKU-000397,1,6499,2026-02-04T15:03,upi,delivered,10,14
KW-O-000951,KW-C-00043,KW-SKU-000585,1,2999,2025-11-08T07:39,card,shipped,2,6
KW-O-000952,KW-C-00199,KW-SKU-000584,2,1499,2025-11-13T11:58,card,delivered,10,2
KW-O-000953,KW-C-00128,KW-SKU-000136,1,799,2026-05-01T02:50,card,delivered,10,1
KW-O-000954,KW-C-00249,KW-SKU-000399,1,799,2025-09-01T06:39,wallet,shipped,10,14
KW-O-000955,KW-C-00238,KW-SKU-000017,2,12999,2025-12-13T16:12,upi,delivered,7,1
KW-O-000956,KW-C-00403,KW-SKU-000153,1,299,2026-04-29T15:30,upi,delivered,7,4
KW-O-000957,KW-C-00251,KW-SKU-000465,1,6499,2026-03-08T09:23,card,delivered,5,2
KW-O-000958,KW-C-00409,KW-SKU-000305,2,299,2025-06-08T19:48,card,delivered,7,4
KW-O-000959,KW-C-00111,KW-SKU-000130,1,1499,2025-06-21T17:14,wallet,delivered,7,4
KW-O-000960,KW-C-00065,KW-SKU-000234,1,24999,2026-02-14T17:08,card,delivered,3,1
KW-O-000961,KW-C-00427,KW-SKU-000553,1,24999,2025-12-12T23:46,cod,delivered,10,9
KW-O-000962,KW-C-00341,KW-SKU-000422,3,799,2026-07-05T01:36,upi,shipped,2,2
KW-O-000963,KW-C-00335,KW-SKU-000167,1,799,2025-08-19T07:11,upi,delivered,2,4
KW-O-000964,KW-C-00217,KW-SKU-000394,1,24999,2026-04-07T07:29,upi,returned,5,
KW-O-000965,KW-C-00259,KW-SKU-000075,1,1499,2025-10-21T10:43,upi,cancelled,10,6
KW-O-000966,KW-C-00005,KW-SKU-000197,1,54999,2026-02-23T13:50,upi,delivered,10,6
KW-O-000967,KW-C-00426,KW-SKU-000230,1,2999,2025-07-01T08:23,upi,delivered,2,4
KW-O-000968,KW-C-00363,KW-SKU-000256,1,1499,2025-10-06T00:00,cod,delivered,5,14
KW-O-000969,KW-C-00425,KW-SKU-000100,1,12999,2026-05-24T03:57,card,delivered,3,1
KW-O-000970,KW-C-00206,KW-SKU-000513,1,299,2026-03-21T02:31,upi,placed,7,9
KW-O-000971,KW-C-00145,KW-SKU-000299,1,799,2025-10-03T06:03,upi,shipped,10,4
KW-O-000972,KW-C-00257,KW-SKU-000173,2,799,2026-07-06T16:48,upi,delivered,7,
KW-O-000973,KW-C-00211,KW-SKU-000274,1,2999,2026-06-28T03:15,upi,shipped,5,
KW-O-000974,KW-C-00429,KW-SKU-000354,1,1499,2026-04-24T21:13,netbanking,delivered,7,2
KW-O-000975,KW-C-00336,KW-SKU-000275,1,299,2026-02-16T23:26,cod,returned,10,6
KW-O-000976,KW-C-00297,KW-SKU-000303,1,6499,2025-12-29T01:44,wallet,delivered,7,14
KW-O-000977,KW-C-00039,KW-SKU-000243,2,24999,2026-04-10T05:58,upi,delivered,2,2
KW-O-000978,KW-C-00304,KW-SKU-000354,1,54999,2026-03-19T19:46,upi,shipped,3,9
KW-O-000979,KW-C-00196,KW-SKU-000015,2,6499,2025-10-31T14:35,card,delivered,2,14
KW-O-000980,KW-C-00054,KW-SKU-000575,1,2999,2026-03-31T18:03,upi,delivered,7,1
KW-O-000981,KW-C-00069,KW-SKU-000000,1,299,2026-05-13T20:16,cod,cancelled,3,2
KW-O-000982,KW-C-00080,KW-SKU-000011,1,24999,2025-07-29T04:13,upi,delivered,3,
KW-O-000983,KW-C-00483,KW-SKU-000017,1,54999,2025-10-12T16:09,card,delivered,10,4
KW-O-000984,KW-C-00185,KW-SKU-000430,1,54999,2026-03-25T21:45,upi,delivered,2,9
KW-O-000985,KW-C-00337,KW-SKU-000333,1,6499,2026-04-18T10:31,cod,cancelled,10,14
KW-O-000986,KW-C-00244,KW-SKU-000034,1,24999,2026-06-22T06:49,cod,shipped,3,2
KW-O-000987,KW-C-00128,KW-SKU-000005,1,12999,2026-04-08T05:10,card,delivered,10,
KW-O-000988,KW-C-00367,KW-SKU-000051,1,24999,2025-12-11T15:11,upi,placed,3,9
KW-O-000989,KW-C-00048,KW-SKU-000139,3,1499,2025-11-19T07:24,upi,cancelled,3,9
KW-O-000990,KW-C-00253,KW-SKU-000520,2,299,2026-01-04T17:43,upi,delivered,5,1
KW-O-000991,KW-C-00399,KW-SKU-000300,1,12999,2025-08-16T18:20,upi,delivered,2,1
KW-O-000992,KW-C-00036,KW-SKU-000593,1,299,2025-06-27T05:45,upi,delivered,5,6
KW-O-000993,KW-C-00225,KW-SKU-000237,1,54999,2026-04-08T05:30,card,cancelled,10,4
KW-O-000994,KW-C-00283,KW-SKU-000282,1,799,2025-07-02T13:35,upi,delivered,10,14
KW-O-000995,KW-C-00034,KW-SKU-000536,1,799,2026-06-29T00:52,card,placed,5,3
KW-O-000996,KW-C-00335,KW-SKU-000179,1,799,2025-12-20T23:28,card,returned,10,1
KW-O-000997,KW-C-00386,KW-SKU-000361,1,299,2025-11-06T20:38,upi,shipped,10,6
KW-O-000998,KW-C-00422,KW-SKU-000185,1,54999,2025-07-26T08:24,upi,delivered,10,1
KW-O-000999,KW-C-00389,KW-SKU-000142,1,54999,2025-12-01T16:14,upi,returned,7,14
KW-O-001000,KW-C-00323,KW-SKU-000396,2,12999,2025-07-05T13:11,cod,delivered,3,6
KW-O-001001,KW-C-00331,KW-SKU-000217,1,54999,2025-06-20T08:13,upi,delivered,5,6
KW-O-001002,KW-C-00010,KW-SKU-000540,1,2999,2025-11-05T09:20,upi,shipped,10,4
KW-O-001003,KW-C-00361,KW-SKU-000008,1,24999,2026-05-21T03:01,card,shipped,2,
KW-O-001004,KW-C-00178,KW-SKU-000316,1,12999,2025-09-10T10:51,card,delivered,2,2
KW-O-001005,KW-C-00260,KW-SKU-000424,1,54999,2026-06-07T08:38,cod,delivered,7,
KW-O-001006,KW-C-00303,KW-SKU-000139,3,1499,2025-08-01T21:24,wallet,cancelled,2,3
KW-O-001007,KW-C-00496,KW-SKU-000454,1,54999,2026-07-24T13:19,card,delivered,10,3
KW-O-001008,KW-C-00347,KW-SKU-000013,1,299,2025-12-09T09:52,upi,delivered,7,2
KW-O-001009,KW-C-00136,KW-SKU-000483,1,1499,2025-10-17T05:19,upi,delivered,7,2
KW-O-001010,KW-C-00472,KW-SKU-000414,1,24999,2025-11-01T10:36,upi,delivered,5,2
KW-O-001011,KW-C-00161,KW-SKU-000234,1,1499,2026-02-02T12:26,upi,delivered,5,3
KW-O-001012,KW-C-00071,KW-SKU-000429,1,299,2026-02-13T08:44,wallet,delivered,5,2
KW-O-001013,KW-C-00419,KW-SKU-000114,1,24999,2025-08-26T09:32,upi,delivered,3,9
KW-O-001014,KW-C-00163,KW-SKU-000470,1,24999,2025-08-04T07:02,upi,placed,5,1
KW-O-001015,KW-C-00384,KW-SKU-000544,1,2999,2026-04-24T17:04,upi,shipped,2,4
KW-O-001016,KW-C-00222,KW-SKU-000331,1,1499,2025-12-25T16:24,wallet,delivered,7,1
KW-O-001017,KW-C-00471,KW-SKU-000306,1,12999,2025-12-17T11:41,upi,delivered,3,3
KW-O-001018,KW-C-00153,KW-SKU-000368,1,12999,2025-12-14T01:24,upi,delivered,5,9
KW-O-001019,KW-C-00436,KW-SKU-000543,2,1499,2026-06-07T19:55,upi,delivered,2,4
KW-O-001020,KW-C-00492,KW-SKU-000275,3,1499,2025-10-14T10:58,upi,delivered,10,14
KW-O-001021,KW-C-00366,KW-SKU-000523,2,24999,2025-10-10T04:45,upi,delivered,5,
KW-O-001022,KW-C-00370,KW-SKU-000184,3,2999,2026-04-28T00:27,upi,placed,10,9
KW-O-001023,KW-C-00240,KW-SKU-000573,1,1499,2026-01-10T03:58,upi,shipped,3,2
KW-O-001024,KW-C-00091,KW-SKU-000585,3,799,2025-10-05T18:43,wallet,delivered,3,4
KW-O-001025,KW-C-00261,KW-SKU-000000,2,24999,2025-09-23T17:25,card,delivered,10,6
KW-O-001026,KW-C-00466,KW-SKU-000513,1,12999,2025-08-20T00:04,upi,placed,10,3
KW-O-001027,KW-C-00275,KW-SKU-000542,2,2999,2026-02-09T14:29,card,delivered,2,4
KW-O-001028,KW-C-00205,KW-SKU-000230,1,1499,2026-03-04T00:27,upi,delivered,3,9
KW-O-001029,KW-C-00445,KW-SKU-000009,1,54999,2026-01-28T12:56,upi,delivered,7,9
KW-O-001030,KW-C-00051,KW-SKU-000436,2,24999,2026-05-17T11:39,upi,shipped,3,9
KW-O-001031,KW-C-00268,KW-SKU-000427,1,24999,2025-07-23T17:33,cod,delivered,5,4
KW-O-001032,KW-C-00224,KW-SKU-000395,1,1499,2026-01-24T21:10,card,delivered,5,
KW-O-001033,KW-C-00266,KW-SKU-000296,1,2999,2025-10-22T22:15,upi,placed,3,4
KW-O-001034,KW-C-00436,KW-SKU-000567,1,299,2025-06-20T03:34,card,shipped,7,3
KW-O-001035,KW-C-00393,KW-SKU-000014,1,2999,2026-07-11T17:26,wallet,delivered,10,1
KW-O-001036,KW-C-00422,KW-SKU-000290,1,54999,2026-07-12T19:51,card,shipped,2,14
KW-O-001037,KW-C-00130,KW-SKU-000227,2,299,2025-12-10T10:23,card,shipped,2,14
KW-O-001038,KW-C-00120,KW-SKU-000384,1,1499,2026-04-23T10:08,upi,delivered,5,6
KW-O-001039,KW-C-00148,KW-SKU-000002,1,12999,2025-08-02T14:05,upi,cancelled,7,3
KW-O-001040,KW-C-00458,KW-SKU-000588,1,799,2025-10-11T20:34,upi,delivered,10,14
KW-O-001041,KW-C-00018,KW-SKU-000391,1,24999,2025-08-08T08:33,wallet,delivered,2,3
KW-O-001042,KW-C-00456,KW-SKU-000006,1,299,2026-04-05T21:10,upi,delivered,10,9
KW-O-001043,KW-C-00261,KW-SKU-000108,2,24999,2025-11-09T03:19,cod,shipped,5,6
KW-O-001044,KW-C-00493,KW-SKU-000024,1,54999,2025-08-02T18:12,upi,delivered,7,4
KW-O-001045,KW-C-00465,KW-SKU-000077,1,299,2025-09-29T22:37,cod,cancelled,5,3
KW-O-001046,KW-C-00396,KW-SKU-000537,1,12999,2025-11-18T14:53,card,delivered,2,
KW-O-001047,KW-C-00409,KW-SKU-000069,1,299,2025-08-05T14:40,wallet,delivered,10,9
KW-O-001048,KW-C-00086,KW-SKU-000249,1,299,2025-06-25T23:59,netbanking,delivered,2,14
KW-O-001049,KW-C-00227,KW-SKU-000096,1,12999,2026-05-10T06:08,card,delivered,3,2
KW-O-001050,KW-C-00391,KW-SKU-000082,1,12999,2026-06-30T10:31,upi,delivered,2,3
KW-O-001051,KW-C-00149,KW-SKU-000592,1,299,2025-10-14T04:22,cod,shipped,10,2
KW-O-001052,KW-C-00402,KW-SKU-000185,1,12999,2026-03-11T07:20,card,cancelled,7,1
KW-O-001053,KW-C-00497,KW-SKU-000161,1,24999,2025-09-08T17:39,card,returned,5,1
KW-O-001054,KW-C-00377,KW-SKU-000233,3,1499,2026-06-13T01:08,card,cancelled,2,4
KW-O-001055,KW-C-00122,KW-SKU-000055,1,1499,2026-01-22T18:39,upi,delivered,3,
KW-O-001056,KW-C-00307,KW-SKU-000406,2,2999,2025-12-19T00:34,upi,delivered,5,6
KW-O-001057,KW-C-00388,KW-SKU-000237,1,24999,2025-07-14T02:13,upi,shipped,10,6
KW-O-001058,KW-C-00431,KW-SKU-000575,1,299,2025-10-05T06:28,card,returned,10,14
